,annual_income,education_category,living_place,family_size,age,working_years,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
17518,360000,1.0,3,2.0,60,10,True,False,True,False,47,False
25862,135000,1.0,3,4.0,33,1,False,True,True,False,34,False
32920,108000,3.0,3,2.0,43,20,True,False,False,True,50,False
10457,225000,1.0,5,4.0,29,4,False,True,False,False,44,False
18602,337500,1.0,3,4.0,32,4,False,True,False,True,5,False
21374,180000,3.0,3,2.0,31,3,False,False,False,True,26,False
13255,360000,3.0,3,3.0,37,9,True,True,False,False,50,False
34847,135000,3.0,4,1.0,23,2,False,False,False,True,17,False
28341,76500,1.0,3,4.0,34,4,False,True,True,True,34,False
21090,211500,3.0,3,2.0,58,4,False,False,True,False,12,False
16962,135000,3.0,3,2.0,37,11,True,False,False,False,35,False
22938,67500,3.0,3,2.0,54,4,False,False,False,False,6,False
32853,135000,1.0,5,2.0,40,8,True,False,False,True,13,False
23310,292500,1.0,3,2.0,51,25,True,False,False,False,10,False
21608,225000,3.0,3,1.0,42,0,False,False,False,False,25,False
26767,180000,3.0,3,3.0,34,10,True,True,True,True,25,False
22707,157500,3.0,3,4.0,35,5,True,True,True,True,15,False
13808,157500,1.0,3,1.0,35,1,False,False,False,True,6,False
23435,216000,3.0,3,4.0,40,2,False,True,False,True,2,False
18000,157500,1.0,3,3.0,37,7,True,True,False,False,38,False
13611,134419,1.0,3,1.0,28,1,False,False,False,True,28,False
3040,202500,3.0,3,3.0,27,2,False,True,True,False,18,False
14301,90000,1.0,3,2.0,35,1,False,False,False,True,17,False
13284,180000,3.0,3,2.0,47,6,True,False,False,False,20,False
422,267750,1.0,3,2.0,57,12,True,False,False,True,17,False
24440,112500,3.0,3,2.0,40,15,True,False,True,False,16,False
27365,202500,3.0,3,4.0,36,7,True,True,False,False,28,False
30865,270000,1.0,3,2.0,31,6,True,False,False,True,50,False
23947,112500,3.0,3,2.0,52,7,True,False,False,False,39,False
12844,270000,3.0,3,3.0,37,3,False,True,False,False,7,False
30298,135000,3.0,3,3.0,30,4,False,True,False,True,43,False
10710,315000,1.0,3,3.0,45,8,True,True,True,False,39,False
24822,180000,3.0,3,4.0,37,4,False,True,False,False,42,False
1420,180000,3.0,3,3.0,46,9,True,True,True,False,8,False
35316,135000,3.0,3,2.0,33,1,False,False,False,True,8,False
35911,315000,3.0,3,2.0,46,2,False,False,True,False,33,False
21387,189000,3.0,3,1.0,47,17,True,False,False,False,17,False
20750,67500,3.0,3,2.0,42,0,False,False,False,False,60,False
301,157500,3.0,3,2.0,35,8,True,False,False,True,30,False
27836,360000,3.0,3,2.0,47,8,True,False,True,False,37,False
5814,135000,3.0,3,2.0,38,4,False,False,True,False,8,False
9795,180000,3.0,3,2.0,53,4,False,False,False,True,25,False
34339,315000,1.0,3,1.0,28,1,False,False,True,True,6,False
3429,175500,3.0,2,2.0,32,13,True,True,False,False,6,False
9985,112500,3.0,3,4.0,33,0,False,True,True,True,11,False
34171,247500,3.0,3,2.0,32,4,False,False,True,False,48,False
23081,126000,1.0,3,1.0,59,21,True,False,False,False,47,False
355,74250,1.0,2,1.0,52,14,True,False,False,True,9,False
17506,144000,1.0,3,2.0,46,9,True,False,False,False,52,False
8543,270000,1.0,3,1.0,38,8,True,False,False,True,31,False
10353,126000,3.0,3,3.0,31,3,False,True,False,True,11,False
1577,135000,1.0,5,2.0,38,12,True,False,False,False,20,False
28003,112500,3.0,3,1.0,25,4,False,False,False,True,2,False
20162,135000,3.0,3,2.0,43,15,True,False,False,True,12,False
11668,90000,1.0,3,1.0,59,4,False,False,False,False,29,False
12084,135000,1.0,3,1.0,32,13,True,False,False,True,41,False
35691,90000,1.0,3,3.0,31,9,True,True,False,True,16,False
35227,90000,2.0,5,2.0,27,1,False,False,True,False,48,False
32610,139500,3.0,3,2.0,25,1,False,False,False,False,43,False
1397,135000,3.0,3,2.0,43,7,True,False,True,True,59,False
30706,171000,3.0,3,4.0,36,3,False,True,True,False,23,False
6827,351000,3.0,3,3.0,36,1,False,True,True,False,20,False
23433,216000,3.0,3,4.0,40,2,False,True,False,True,30,False
33540,95850,3.0,3,2.0,51,18,True,False,False,True,30,False
6328,112500,3.0,3,1.0,28,1,False,False,False,False,6,False
30051,180000,2.0,3,1.0,33,6,True,False,False,False,10,False
33189,99000,3.0,3,3.0,42,1,False,True,False,False,3,False
8238,270000,1.0,3,2.0,60,21,True,False,True,True,57,False
34682,180000,1.0,3,1.0,27,0,False,False,False,False,9,False
4695,202500,1.0,3,2.0,49,3,False,False,False,False,16,False
30738,112500,3.0,3,4.0,27,5,True,True,True,True,20,False
31339,157500,1.0,4,1.0,32,3,False,False,False,False,23,False
4227,202500,3.0,3,3.0,26,3,False,True,False,False,7,False
18655,135000,3.0,3,1.0,23,2,False,False,False,False,1,False
17430,315000,1.0,3,2.0,58,1,False,False,True,True,40,False
2180,360000,2.0,3,2.0,27,0,False,False,True,True,15,False
2342,112500,3.0,5,2.0,46,2,False,False,False,False,42,False
25682,135000,3.0,3,4.0,34,4,False,True,False,False,59,False
2670,180000,1.0,3,4.0,32,7,True,True,True,True,23,False
27634,90000,3.0,3,2.0,51,25,True,False,False,False,33,False
20445,247500,1.0,3,1.0,46,11,True,False,False,True,60,False
14079,103500,3.0,3,2.0,50,1,False,False,False,True,11,False
12378,225000,1.0,3,2.0,35,8,True,True,False,False,12,False
35495,135000,1.0,3,3.0,30,6,True,True,True,False,52,False
25127,135000,2.0,3,1.0,48,0,False,False,False,False,55,False
29613,135000,3.0,3,1.0,50,1,False,False,False,True,58,False
21506,135000,3.0,3,2.0,47,23,True,False,False,False,2,False
19948,157500,1.0,3,2.0,40,4,False,True,True,False,31,False
10412,315000,1.0,3,2.0,37,0,False,False,False,True,33,False
9230,135000,3.0,5,2.0,41,17,True,False,True,False,35,False
26860,153000,3.0,3,2.0,53,27,True,False,True,True,9,False
793,202500,3.0,3,3.0,32,8,True,True,False,True,32,False
25139,78750,3.0,5,2.0,33,5,True,False,False,True,36,False
28092,121500,3.0,5,3.0,28,6,True,True,True,True,7,False
5487,270000,3.0,3,1.0,47,6,True,False,True,False,23,False
25974,360000,1.0,3,2.0,44,2,False,False,False,True,58,False
28554,112500,3.0,3,2.0,53,9,True,False,False,False,10,False
22596,180000,3.0,3,3.0,46,8,True,True,True,True,55,False
28230,45000,3.0,3,2.0,27,1,False,False,False,True,13,False
35986,360000,1.0,4,3.0,29,7,True,True,True,False,36,False
11173,112500,3.0,3,1.0,23,2,False,False,False,False,3,False
33575,81000,3.0,3,1.0,48,1,False,False,False,True,51,False
16974,90000,3.0,3,1.0,54,1,False,False,False,True,33,False
19598,112500,3.0,3,4.0,43,4,False,True,False,False,32,False
18894,180000,1.0,3,3.0,37,5,True,True,False,False,46,False
32607,135000,3.0,3,2.0,36,2,False,False,False,True,12,False
10098,270000,3.0,3,2.0,45,19,True,False,False,False,46,False
18743,90000,3.0,5,1.0,27,8,True,False,False,False,8,False
19345,225000,1.0,3,1.0,56,25,True,False,False,False,13,False
35172,180000,1.0,3,2.0,47,3,False,False,False,False,29,False
25679,112500,1.0,3,2.0,35,0,False,False,False,True,4,False
8893,81000,1.0,3,1.0,53,18,True,False,False,False,8,False
21470,135000,1.0,3,2.0,62,5,True,False,False,False,53,False
32530,90000,3.0,3,2.0,50,4,False,False,False,True,6,False
6547,135000,3.0,3,3.0,55,14,True,True,True,False,28,False
20171,171000,3.0,3,2.0,47,4,False,False,False,False,26,False
28173,315000,3.0,3,3.0,42,16,True,True,True,False,11,False
13887,225000,3.0,3,3.0,34,2,False,True,True,True,4,False
6712,225000,1.0,3,2.0,54,9,True,False,False,False,50,False
27898,81000,3.0,5,3.0,35,9,True,True,False,True,28,False
24915,144000,3.0,3,1.0,39,3,False,False,False,False,31,False
19354,261000,3.0,3,1.0,54,5,True,False,False,True,22,False
8950,103500,3.0,3,2.0,46,4,False,False,False,True,2,False
35654,180000,3.0,3,3.0,32,8,True,True,False,False,4,False
23845,112500,3.0,3,2.0,50,32,True,False,False,False,51,False
24889,306000,3.0,3,2.0,43,4,False,False,False,False,45,False
33716,292500,2.0,3,3.0,34,11,True,True,False,True,29,False
35925,225000,1.0,2,2.0,47,5,True,True,True,True,36,False
1320,171000,1.0,3,2.0,51,10,True,False,False,True,34,False
26617,202500,3.0,3,3.0,37,13,True,True,False,False,44,False
23624,180000,1.0,3,2.0,34,8,True,False,False,True,28,False
27720,157500,1.0,0,2.0,60,0,False,False,True,True,59,False
5167,130500,3.0,3,2.0,37,15,True,False,False,False,40,False
6601,135000,3.0,3,2.0,43,2,False,False,False,False,20,False
33812,225000,3.0,3,2.0,36,0,False,False,False,False,5,False
33905,135000,3.0,3,2.0,26,0,False,False,False,True,51,False
34473,180000,3.0,3,4.0,25,1,False,True,False,False,6,False
4562,315000,3.0,3,4.0,33,3,False,True,True,False,33,False
27331,360000,3.0,3,3.0,45,10,True,True,False,True,15,False
16743,180000,3.0,3,1.0,49,0,False,False,False,False,10,False
21327,270000,3.0,3,2.0,54,2,False,False,False,False,13,False
23345,337500,1.0,3,2.0,35,6,True,False,False,False,16,False
23522,225000,3.0,3,2.0,42,0,False,False,False,True,9,False
35112,90000,3.0,2,2.0,48,15,True,False,False,False,59,False
15706,112500,1.0,3,3.0,37,6,True,True,False,True,39,False
29513,274500,3.0,3,2.0,47,9,True,False,False,False,9,False
10148,144000,3.0,3,4.0,32,10,True,True,True,True,4,False
19163,103500,3.0,3,2.0,55,4,False,False,False,False,2,False
4103,157500,1.0,3,3.0,30,5,True,True,False,False,25,False
17330,337500,0.0,3,2.0,34,7,True,True,False,False,20,False
17773,292500,3.0,3,2.0,42,1,False,False,True,False,26,False
4880,173250,3.0,3,3.0,36,15,True,True,False,False,17,False
2346,112500,3.0,5,2.0,46,2,False,False,False,False,39,False
7177,112500,2.0,3,2.0,27,6,True,False,False,True,55,False
14639,202500,3.0,3,5.0,36,10,True,True,True,True,30,False
24605,112500,3.0,3,4.0,36,15,True,True,True,True,30,False
22756,103500,3.0,3,5.0,33,13,True,True,False,True,29,False
31993,135000,3.0,3,2.0,30,4,False,False,False,False,51,False
1607,135000,1.0,3,3.0,37,1,False,True,False,False,7,False
18086,90000,3.0,3,2.0,36,14,True,False,True,False,21,False
11932,180000,3.0,3,2.0,28,2,False,False,False,True,22,False
2549,112500,3.0,3,1.0,27,4,False,False,True,False,2,False
36174,99000,3.0,3,2.0,48,1,False,False,False,False,41,False
2638,135000,1.0,3,3.0,26,0,False,True,True,False,7,False
3262,315000,2.0,3,2.0,36,7,True,False,False,True,16,False
34124,144000,1.0,3,2.0,52,6,True,False,True,True,31,False
22503,157500,1.0,3,2.0,49,25,True,False,False,False,19,False
16146,157500,3.0,3,2.0,55,5,True,False,False,False,29,False
23226,225000,1.0,3,2.0,33,10,True,False,True,False,37,False
2753,202500,3.0,3,2.0,41,22,True,False,False,True,5,False
11556,135000,3.0,3,2.0,49,10,True,False,True,False,15,False
16010,189000,3.0,2,3.0,27,1,False,True,False,False,59,False
4401,117000,3.0,2,2.0,36,3,False,False,False,False,36,False
25589,112500,3.0,5,1.0,28,2,False,False,False,True,24,False
26280,360000,3.0,3,2.0,37,3,False,False,True,False,5,False
32121,270000,3.0,3,2.0,56,6,True,False,True,False,36,False
22665,180000,1.0,3,2.0,32,13,True,False,True,True,26,False
28091,121500,3.0,5,3.0,28,6,True,True,True,True,27,False
21023,126000,1.0,3,2.0,27,1,False,False,False,True,36,False
10063,247500,1.0,2,3.0,42,0,False,True,True,True,50,False
9671,247500,3.0,3,2.0,44,13,True,False,False,True,55,False
11404,202500,3.0,2,4.0,31,12,True,True,False,False,49,False
14577,135000,3.0,3,5.0,30,8,True,True,False,True,44,False
35461,315000,3.0,3,1.0,24,2,False,False,False,False,27,False
29452,99000,3.0,3,3.0,29,0,False,True,False,True,16,False
24125,135000,3.0,3,2.0,29,6,True,False,False,True,23,False
30444,157500,3.0,4,2.0,33,9,True,False,False,True,25,False
22049,90000,3.0,3,4.0,45,15,True,True,False,False,50,False
26734,360000,3.0,3,2.0,40,20,True,True,True,True,44,False
20802,58500,3.0,3,2.0,37,1,False,False,False,True,16,False
30699,180000,3.0,3,2.0,60,2,False,False,False,True,51,False
16377,135000,3.0,3,2.0,45,1,False,False,False,False,18,False
10866,112500,4.0,3,4.0,38,15,True,True,True,True,8,False
11120,270000,1.0,3,2.0,39,4,False,False,True,True,14,False
10283,270000,3.0,3,3.0,37,4,False,True,True,True,1,False
14444,108000,3.0,3,3.0,38,8,True,True,False,False,23,False
596,198000,3.0,3,2.0,51,26,True,False,False,False,54,False
20619,135000,1.0,3,2.0,35,5,True,True,False,True,52,False
5626,337500,3.0,5,1.0,31,9,True,False,False,False,6,False
22538,202500,3.0,0,2.0,41,15,True,False,False,True,25,False
15853,157500,3.0,3,3.0,39,10,True,True,False,False,38,False
20238,103500,3.0,3,2.0,40,11,True,False,False,False,54,False
36378,270000,1.0,3,1.0,28,2,False,False,False,False,48,False
23625,180000,1.0,3,2.0,34,8,True,False,False,True,28,False
26702,202500,3.0,3,2.0,40,6,True,False,True,False,16,False
23700,67500,3.0,2,2.0,49,31,True,False,False,False,12,False
35251,247500,3.0,3,2.0,30,9,True,False,True,True,54,False
22687,225000,3.0,3,2.0,39,2,False,False,True,True,11,False
5860,180000,1.0,3,2.0,50,19,True,True,True,False,40,False
24507,81000,3.0,3,2.0,49,1,False,False,False,False,39,False
20221,135000,3.0,3,1.0,50,6,True,False,False,True,22,False
10282,270000,3.0,3,3.0,37,4,False,True,True,True,48,False
16086,90000,3.0,2,3.0,38,19,True,True,False,True,39,False
8718,180000,3.0,3,4.0,40,3,False,True,True,False,8,False
3615,135000,3.0,3,4.0,33,11,True,True,True,False,6,False
11993,315000,1.0,3,2.0,50,16,True,False,False,True,18,False
13219,270000,3.0,2,2.0,57,24,True,False,False,False,12,False
18050,360000,1.0,3,1.0,52,5,True,False,True,False,30,False
10682,270000,3.0,3,2.0,45,2,False,True,False,False,61,False
31630,126000,4.0,5,2.0,32,0,False,False,True,True,37,False
15394,310500,3.0,3,2.0,46,4,False,False,True,True,42,False
10275,99000,3.0,3,1.0,49,11,True,False,False,False,17,False
11946,225000,1.0,3,4.0,45,8,True,True,False,True,40,False
18369,225000,3.0,3,2.0,48,6,True,False,False,False,61,False
5388,225000,1.0,3,3.0,43,7,True,True,False,True,12,False
12645,94500,2.0,3,2.0,38,9,True,False,False,True,19,False
5035,112500,3.0,5,3.0,35,7,True,True,False,False,6,True
30284,162000,3.0,3,2.0,35,2,False,False,False,False,19,False
11643,112500,1.0,3,2.0,27,4,False,True,False,False,60,False
16878,122400,3.0,3,2.0,57,3,False,False,False,True,14,False
6626,270000,1.0,3,2.0,33,2,False,False,False,False,8,False
34665,112500,1.0,3,2.0,63,15,True,False,False,False,35,False
14645,135000,3.0,3,2.0,34,2,False,False,True,False,54,False
11720,360000,1.0,3,1.0,49,7,True,False,False,True,18,False
33200,189000,1.0,3,1.0,22,0,False,False,False,False,29,False
1947,110250,1.0,3,1.0,38,15,True,False,True,False,30,False
26156,90000,3.0,2,2.0,36,7,True,False,False,True,16,False
10927,90000,3.0,3,2.0,52,7,True,False,True,True,51,False
13778,112500,3.0,3,2.0,55,4,False,False,False,True,61,False
17962,337500,3.0,3,1.0,54,8,True,False,True,False,6,False
13966,135000,3.0,3,4.0,40,14,True,True,True,False,25,False
9668,247500,3.0,3,2.0,44,13,True,False,False,True,56,False
1647,157500,3.0,3,2.0,45,2,False,False,False,False,29,False
4678,225000,3.0,3,2.0,36,0,False,False,False,False,59,False
25838,135000,3.0,3,3.0,30,2,False,True,True,False,5,False
21539,346500,1.0,3,1.0,40,6,True,False,False,True,24,False
14120,202500,3.0,3,4.0,43,17,True,True,False,True,12,False
18375,225000,3.0,3,2.0,48,6,True,False,False,False,56,False
4257,270000,1.0,3,4.0,37,1,False,True,True,True,24,False
17717,166500,3.0,3,2.0,61,14,True,False,False,True,33,False
17987,140400,3.0,3,5.0,33,8,True,True,False,False,46,False
13159,67500,3.0,3,1.0,24,3,False,False,False,False,10,False
4799,202500,1.0,3,1.0,38,5,True,False,False,False,9,False
18797,157500,1.0,3,1.0,60,29,True,False,False,False,44,False
29424,157500,2.0,3,1.0,26,0,False,False,False,True,25,False
21746,202500,3.0,3,2.0,36,13,True,False,False,True,33,False
15416,135000,1.0,3,3.0,31,2,False,True,True,True,42,False
8069,202500,3.0,3,2.0,51,8,True,False,True,False,19,False
21779,292500,3.0,3,3.0,40,8,True,True,False,True,3,False
34434,157500,1.0,3,3.0,43,0,False,True,False,True,12,False
11504,292500,1.0,3,2.0,44,2,False,False,False,False,48,False
35371,180000,1.0,3,2.0,51,16,True,True,True,False,52,False
22522,247500,3.0,3,3.0,43,8,True,True,True,False,55,False
30373,94500,3.0,3,1.0,42,1,False,False,False,True,17,False
952,112500,2.0,3,3.0,29,9,True,True,False,True,39,False
18045,135000,3.0,5,1.0,31,2,False,False,False,False,13,False
14564,90000,3.0,3,2.0,42,0,False,False,False,True,21,False
18052,360000,1.0,3,1.0,52,5,True,False,True,False,53,False
31524,225000,3.0,3,3.0,27,3,False,True,True,True,20,False
22781,90000,3.0,3,1.0,50,3,False,False,False,False,10,False
12766,90000,3.0,3,2.0,40,1,False,False,True,True,14,False
35096,108000,3.0,1,2.0,47,2,False,False,False,False,33,False
29892,76500,3.0,3,3.0,27,2,False,True,False,True,6,False
4659,135000,3.0,5,2.0,42,21,True,False,False,True,43,False
288,180000,3.0,3,2.0,53,7,True,False,False,False,30,False
13286,112500,3.0,3,2.0,27,0,False,False,False,False,12,False
24757,81000,3.0,3,3.0,41,5,True,True,False,True,1,False
17695,148500,3.0,3,5.0,35,5,True,True,True,True,54,False
23552,157500,3.0,3,2.0,50,12,True,True,False,True,38,False
1085,247500,3.0,3,2.0,46,18,True,True,False,True,46,False
348,225000,3.0,3,2.0,40,2,False,False,False,True,31,False
14367,247500,3.0,3,2.0,47,18,True,False,False,False,18,False
807,99000,3.0,3,2.0,40,14,True,False,False,True,21,False
24408,171000,3.0,0,2.0,29,0,False,False,False,False,20,False
58,360000,3.0,3,2.0,45,14,True,False,True,True,11,False
33027,81000,3.0,3,3.0,45,22,True,True,False,False,39,False
30493,135000,4.0,3,2.0,44,1,False,False,True,True,49,False
20466,121500,1.0,3,2.0,60,14,True,False,False,True,28,False
6197,135000,1.0,3,4.0,31,8,True,True,True,True,8,False
20768,144000,3.0,3,2.0,54,12,True,False,False,True,58,False
5661,90000,3.0,3,2.0,48,3,False,False,False,False,8,False
31536,157500,3.0,3,2.0,34,7,True,False,False,False,49,False
16127,225000,3.0,3,4.0,44,18,True,True,True,True,27,False
35534,90000,4.0,3,2.0,45,6,True,False,False,False,32,False
10522,270000,3.0,3,3.0,39,6,True,True,False,False,28,False
29170,202500,3.0,3,2.0,30,5,True,False,False,False,42,False
8651,225000,3.0,3,1.0,25,1,False,False,False,True,44,False
22168,225000,3.0,5,4.0,33,6,True,True,False,False,32,False
19620,202500,3.0,3,2.0,53,32,True,False,False,True,45,False
6850,103500,3.0,3,2.0,51,20,True,False,False,True,21,False
11719,360000,1.0,3,1.0,49,7,True,False,False,True,18,False
31935,157500,2.0,5,2.0,31,1,False,True,False,False,4,False
35778,103500,1.0,3,2.0,51,2,False,False,False,False,14,False
11851,315000,3.0,3,1.0,41,9,True,False,False,False,30,False
2199,40500,3.0,4,3.0,35,5,True,True,False,False,6,False
24201,270000,3.0,3,1.0,46,0,False,False,False,False,26,False
26370,81000,1.0,3,3.0,29,3,False,True,True,True,12,False
34868,202500,3.0,3,3.0,42,6,True,True,True,False,41,False
20333,135000,1.0,3,2.0,36,8,True,False,False,True,32,False
35241,180000,3.0,3,2.0,34,7,True,False,False,False,36,False
18685,225000,1.0,3,4.0,37,15,True,True,False,True,61,False
14275,157500,1.0,3,2.0,59,4,False,False,True,True,17,False
6909,225000,3.0,3,3.0,39,15,True,True,False,False,21,False
23034,157500,3.0,3,2.0,28,0,False,False,True,False,16,False
1497,180000,3.0,3,2.0,47,8,True,False,True,False,15,False
5081,180000,1.0,3,4.0,30,7,True,True,False,True,47,False
27822,135000,3.0,3,2.0,59,3,False,False,True,False,36,False
11575,247500,1.0,3,1.0,27,2,False,False,True,True,52,False
11288,157500,1.0,3,1.0,48,10,True,False,False,False,45,False
12016,270000,3.0,3,3.0,43,1,False,True,False,True,8,False
11324,225000,1.0,3,2.0,28,2,False,False,True,False,36,False
28523,270000,3.0,3,2.0,34,2,False,False,False,True,15,False
12755,157500,3.0,3,1.0,52,32,True,False,False,False,8,False
16068,135000,3.0,3,2.0,37,0,False,True,False,False,10,False
14286,40500,3.0,3,2.0,34,13,True,False,False,True,27,False
25790,135000,3.0,3,2.0,27,5,True,False,True,False,7,False
24569,185400,3.0,3,2.0,40,8,True,False,False,False,50,False
19923,225000,1.0,3,1.0,25,4,False,False,True,False,42,False
32833,225000,3.0,5,2.0,44,1,False,False,False,False,31,False
9383,292500,1.0,4,1.0,27,3,False,False,False,True,30,False
22296,225000,1.0,3,1.0,54,18,True,False,False,True,18,False
7890,292500,1.0,5,2.0,34,5,True,False,True,True,10,False
8939,90000,3.0,3,2.0,50,3,False,False,False,False,32,False
20695,315000,1.0,3,2.0,44,0,False,False,False,True,32,False
19673,99000,1.0,0,2.0,27,1,False,False,False,False,49,False
17800,171000,1.0,3,2.0,50,10,True,False,False,False,6,False
27730,126000,2.0,3,2.0,48,4,False,False,False,False,26,False
32690,135000,3.0,3,2.0,40,5,True,False,False,False,46,False
1001,157500,3.0,3,2.0,45,9,True,False,False,False,22,False
15404,157500,3.0,5,1.0,53,0,False,False,False,False,11,False
21614,144000,3.0,3,2.0,59,15,True,False,True,True,17,False
19114,117000,3.0,3,2.0,25,2,False,False,False,False,12,False
30383,148500,3.0,3,2.0,28,8,True,False,False,True,2,False
17299,171000,3.0,3,2.0,63,26,True,False,False,True,16,False
33014,225000,1.0,3,2.0,45,4,False,False,True,False,3,False
29392,135000,1.0,3,2.0,42,4,False,False,False,True,13,False
490,90000,3.0,3,1.0,52,1,False,False,False,True,8,False
1904,112500,1.0,3,4.0,29,0,False,True,False,False,44,False
18776,247500,3.0,3,2.0,37,14,True,False,False,False,47,False
20810,225000,3.0,3,4.0,29,6,True,True,True,True,7,False
30514,81000,1.0,3,2.0,30,7,True,False,True,False,58,False
22913,270000,1.0,3,1.0,64,9,True,False,False,True,35,False
13629,190399,3.0,3,2.0,28,3,False,False,False,True,28,False
16987,103500,1.0,3,3.0,27,4,False,True,True,True,4,False
9460,225000,1.0,3,2.0,47,15,True,False,True,False,54,False
23399,135000,2.0,3,2.0,28,1,False,False,False,False,44,False
18133,135000,3.0,3,2.0,48,6,True,False,False,False,15,False
33600,184500,1.0,3,4.0,34,2,False,True,False,True,42,False
10685,193500,3.0,3,2.0,57,24,True,False,False,False,18,False
22677,67500,3.0,3,2.0,31,7,True,False,False,False,10,False
8228,202500,3.0,3,3.0,44,9,True,True,False,True,18,False
28985,270000,3.0,3,2.0,48,14,True,False,True,False,61,False
28697,135000,3.0,2,2.0,50,4,False,False,False,False,36,False
22008,81000,3.0,3,2.0,35,4,False,False,False,False,16,False
16333,45000,3.0,3,2.0,53,4,False,False,False,True,32,False
740,99000,3.0,3,2.0,40,12,True,False,False,True,24,False
29628,157500,3.0,3,2.0,55,16,True,False,False,False,3,False
26542,76500,3.0,3,2.0,43,17,True,False,False,True,44,False
256,112500,1.0,3,2.0,24,0,False,False,False,True,4,False
26278,360000,3.0,3,2.0,37,3,False,False,True,False,48,False
33170,270000,1.0,3,2.0,44,22,True,False,True,False,43,False
23905,207000,1.0,3,2.0,40,10,True,False,False,True,23,False
8499,135000,3.0,3,2.0,42,4,False,False,False,False,16,False
901,135000,2.0,3,1.0,23,4,False,False,False,True,27,False
20705,157500,1.0,5,2.0,29,3,False,True,False,True,23,False
12908,315000,1.0,3,2.0,42,10,True,False,False,True,15,False
13511,108000,3.0,5,2.0,33,8,True,False,False,True,13,False
3936,157500,3.0,3,2.0,31,4,False,False,False,False,4,False
20650,112500,3.0,3,2.0,31,1,False,False,False,True,9,False
29280,135000,3.0,3,5.0,33,6,True,True,False,False,46,False
13347,135000,1.0,3,3.0,36,10,True,True,False,False,3,False
32000,135000,3.0,3,2.0,30,4,False,False,False,False,3,False
25423,90000,3.0,3,2.0,37,16,True,False,False,False,22,False
16831,202500,3.0,3,2.0,47,12,True,False,False,False,43,False
15124,135000,3.0,3,3.0,38,2,False,True,False,True,26,False
17186,180000,3.0,3,2.0,58,7,True,False,False,False,15,False
29224,180000,1.0,3,3.0,38,4,False,True,True,False,30,False
8592,225000,3.0,3,2.0,34,0,False,False,False,False,17,False
34987,135000,3.0,3,1.0,47,6,True,False,False,False,32,False
34321,225000,1.0,5,1.0,25,1,False,False,True,True,19,False
2723,180000,3.0,3,2.0,52,9,True,False,False,True,45,False
17017,180000,3.0,3,2.0,45,2,False,False,False,True,45,False
18659,76500,3.0,3,2.0,44,5,True,False,False,False,6,False
27952,112500,3.0,3,4.0,32,7,True,True,False,True,47,False
27359,202500,3.0,3,4.0,36,7,True,True,False,False,20,False
741,99000,3.0,3,2.0,40,12,True,False,False,True,5,False
22071,135000,1.0,3,2.0,37,4,False,False,False,False,8,False
13537,202500,3.0,1,2.0,54,5,True,False,False,False,24,False
17454,315000,3.0,3,3.0,48,7,True,True,True,True,7,False
8130,180000,1.0,3,1.0,44,2,False,False,False,True,21,False
14932,202500,3.0,3,3.0,38,12,True,True,False,False,25,False
16225,157500,3.0,3,2.0,53,7,True,False,True,True,14,False
30000,135000,1.0,3,3.0,31,5,True,True,False,True,35,False
26989,315000,1.0,3,1.0,29,8,True,False,False,False,20,False
20185,225000,3.0,3,1.0,34,1,False,False,False,True,11,False
31757,121500,3.0,3,2.0,27,0,False,False,False,False,31,False
6456,126000,3.0,3,4.0,29,1,False,True,True,True,30,False
20847,202500,3.0,3,3.0,33,9,True,True,False,False,47,False
2786,157500,3.0,3,3.0,41,9,True,True,False,False,40,False
13434,90000,3.0,3,1.0,39,0,False,False,False,False,38,False
34676,90000,3.0,3,2.0,28,5,True,True,False,True,14,False
11550,135000,3.0,3,2.0,49,10,True,False,True,False,6,False
17588,180000,3.0,3,3.0,54,28,True,True,False,False,11,False
6267,94500,3.0,3,2.0,49,1,False,False,False,False,19,False
21380,216000,3.0,3,1.0,54,27,True,False,False,True,23,False
13795,126000,3.0,3,2.0,62,26,True,False,False,True,27,False
24436,135000,3.0,3,3.0,27,8,True,True,False,True,7,False
35890,180000,3.0,3,1.0,39,8,True,False,False,False,31,False
5365,108000,3.0,2,2.0,52,16,True,False,True,False,24,False
16092,90000,3.0,2,3.0,38,19,True,True,False,True,1,False
3651,157500,3.0,3,4.0,46,3,False,True,False,True,56,False
30421,126000,3.0,3,2.0,49,10,True,False,False,True,20,False
3529,225000,3.0,3,2.0,45,6,True,False,True,False,25,False
35424,360000,1.0,3,3.0,45,1,False,True,True,True,48,False
26344,315000,1.0,3,3.0,31,3,False,True,False,False,41,False
19657,72000,3.0,3,1.0,54,5,True,False,False,True,14,False
14122,202500,3.0,3,4.0,43,17,True,True,False,True,23,False
871,202500,3.0,3,2.0,52,10,True,False,False,False,31,False
11982,121500,3.0,3,2.0,34,3,False,False,False,True,10,False
35759,135000,2.0,5,1.0,27,5,True,False,False,True,17,False
15601,121500,1.0,3,1.0,53,4,False,False,False,True,4,False
11212,148500,3.0,3,3.0,41,2,False,True,False,False,56,False
22329,360000,1.0,3,2.0,26,4,False,False,True,False,25,False
22200,202500,3.0,3,2.0,53,17,True,False,False,False,1,False
8281,202500,3.0,3,2.0,29,3,False,False,True,True,14,False
2926,135000,2.0,3,2.0,35,4,False,False,False,True,48,False
