,annual_income,living_place,age,working_years,employed,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
11682,135000,3,26,1,True,False,False,False,True,60,False
26691,112500,3,53,6,True,True,True,False,False,60,False
32132,99000,3,32,2,True,False,True,False,True,60,False
13329,135000,3,27,2,True,False,True,False,False,60,False
22904,292500,5,32,4,True,False,True,True,False,60,False
13844,225000,5,35,13,True,True,False,False,True,60,False
16084,90000,2,38,19,True,True,True,False,True,60,False
22225,360000,3,46,7,True,True,True,False,False,60,False
30115,157500,3,37,0,True,False,True,False,False,60,False
34911,112500,3,43,9,True,True,False,False,False,60,False
28565,90000,5,27,2,True,False,True,False,False,60,False
337,270000,3,33,2,True,False,False,False,True,60,False
6065,225000,3,47,0,True,False,False,False,False,60,False
18248,126000,3,55,4,True,False,False,True,True,60,False
2502,67500,5,25,5,True,False,False,False,False,60,False
4423,180000,5,29,0,True,False,False,True,False,60,False
24911,144000,3,39,3,True,False,False,False,False,60,False
8316,157500,3,29,4,True,False,True,True,False,60,False
2331,112500,3,28,7,True,True,True,False,True,60,False
31445,144000,3,36,13,True,True,False,False,False,60,False
14448,108000,3,38,8,True,True,True,False,False,60,False
14995,112500,5,25,0,True,False,False,True,False,60,False
2216,225000,3,52,6,True,True,False,False,True,60,False
16365,135000,3,44,3,True,False,False,True,False,60,False
23938,76500,3,46,0,True,False,False,False,True,60,False
1423,180000,3,46,9,True,True,True,True,False,60,False
3614,135000,3,33,11,True,True,True,True,False,60,False
7298,144000,3,37,2,True,False,True,False,True,60,False
27274,225000,3,52,13,True,True,False,False,True,60,False
25684,135000,3,34,4,True,False,True,False,False,60,False
6624,270000,3,33,2,True,False,False,False,False,60,False
32067,90000,3,31,0,True,False,False,False,True,60,False
4904,81000,5,31,1,True,False,False,False,True,60,False
27459,180000,1,30,7,True,True,True,False,True,60,False
378,180000,2,40,6,True,True,False,False,True,60,False
25846,180000,3,66,6,True,True,False,False,False,60,False
21533,135000,3,41,14,True,True,False,True,True,60,False
25686,135000,3,34,4,True,False,True,False,False,60,False
16462,360000,3,40,5,True,False,True,False,False,60,False
34941,157500,3,51,1,True,False,False,True,False,60,False
28893,81000,3,53,8,True,True,False,False,True,60,False
20398,315000,3,37,9,True,True,False,False,True,60,False
5641,247500,3,40,3,True,False,False,True,False,60,False
20335,135000,3,36,8,True,True,False,False,True,60,False
35990,90000,3,48,18,True,True,True,True,True,60,False
14408,225000,3,31,2,True,False,True,False,False,60,False
17919,180000,3,23,2,True,False,True,False,False,60,False
22463,243000,3,28,0,True,False,True,True,False,60,False
12911,112500,3,25,1,True,False,True,False,False,60,False
1744,270000,3,41,9,True,True,True,False,False,60,False
5087,135000,3,39,5,True,False,True,False,True,60,False
24860,180000,3,40,20,True,True,True,False,True,60,False
21709,112500,3,23,3,True,False,False,True,True,60,False
11192,157500,3,36,1,True,False,True,False,False,60,False
11911,135000,3,34,12,True,True,True,False,True,60,False
25401,121500,3,41,0,True,False,True,False,False,60,False
32254,112500,3,53,6,True,True,False,False,False,60,False
30369,225000,3,25,4,True,False,False,False,True,60,False
29992,81000,3,24,3,True,False,False,False,True,60,False
5646,247500,3,40,3,True,False,False,True,False,60,False
14261,202500,3,26,0,True,False,False,False,False,60,False
27190,112500,3,29,5,True,False,True,False,True,60,False
16889,112500,3,31,2,True,False,False,False,True,60,False
15553,270000,3,54,12,True,True,False,False,True,60,False
12821,180000,3,37,2,True,False,True,False,True,60,False
1503,189000,3,57,2,True,False,False,True,True,60,False
3157,90000,5,37,1,True,False,True,False,True,60,False
26141,360000,3,41,5,True,False,False,False,True,60,False
18772,157500,3,31,3,True,False,False,True,False,60,False
6461,135000,3,44,3,True,False,False,False,False,60,False
5342,112500,3,37,14,True,True,True,False,True,60,False
34490,157500,3,46,11,True,True,False,False,False,60,False
28324,135000,3,48,29,True,True,False,False,False,60,False
34246,112500,3,50,5,True,False,False,False,True,60,False
10005,135000,3,57,4,True,False,False,False,False,60,False
24272,135000,3,38,12,True,True,False,False,True,60,False
35277,180000,3,49,13,True,True,False,False,False,60,False
30338,202500,3,40,0,True,False,True,False,True,60,False
10843,225000,3,62,25,True,True,False,False,False,60,False
20761,130500,5,32,9,True,True,False,False,False,60,False
21710,112500,3,23,3,True,False,False,True,True,60,False
19836,270000,3,35,9,True,True,False,False,False,60,False
9412,99000,3,54,0,True,False,False,False,True,60,False
11601,270000,3,33,2,True,False,True,True,False,60,False
7067,148500,1,46,6,True,True,False,True,False,60,False
20037,112500,3,31,6,True,True,False,True,True,60,False
27345,247500,3,53,18,True,True,False,False,False,60,False
16660,85500,3,39,8,True,True,True,True,False,60,False
16382,166500,3,37,10,True,True,True,True,True,60,False
949,112500,3,29,9,True,True,True,False,True,60,False
18099,135000,3,28,1,True,False,True,True,True,60,False
34391,135000,5,25,2,True,False,False,False,False,60,False
29129,135000,3,44,14,True,True,True,False,False,60,False
19057,315000,4,47,3,True,False,True,False,False,60,False
28807,112500,3,46,11,True,True,False,False,True,60,False
2087,225000,3,31,2,True,False,True,False,False,60,False
676,225000,3,27,4,True,False,False,False,True,60,False
14874,270000,3,49,27,True,True,False,False,False,60,False
29910,270000,3,49,3,True,False,True,False,True,60,False
21341,135000,3,32,3,True,False,False,True,True,60,False
20638,202500,3,30,7,True,True,False,False,True,60,False
11950,225000,3,45,8,True,True,True,False,True,60,False
31903,126000,3,36,2,True,False,True,True,True,60,False
16481,139500,3,51,0,True,False,False,False,True,60,False
25964,112500,3,43,18,True,True,True,False,True,60,False
33193,99000,3,42,1,True,False,True,False,False,60,False
5551,157500,5,32,7,True,True,True,False,False,60,False
8126,135000,3,53,11,True,True,False,True,False,60,False
23870,81000,5,38,6,True,True,False,False,False,60,False
35586,126000,3,40,0,True,False,True,True,False,60,False
30259,81000,3,25,3,True,False,True,False,True,60,False
28536,162000,3,57,1,True,False,False,True,False,60,False
24440,112500,3,40,15,True,True,False,True,False,60,False
29024,225000,3,39,5,True,False,True,True,False,60,False
32868,225000,3,29,0,True,False,False,False,False,60,False
23737,180000,5,28,7,True,True,False,False,True,60,False
31268,135000,5,45,1,True,False,True,False,False,60,False
3556,112500,3,55,6,True,True,False,False,False,60,False
12786,148500,3,33,5,True,False,False,False,True,60,False
7889,225000,3,29,7,True,True,True,True,False,60,False
13023,238500,3,56,8,True,True,False,False,True,60,False
5558,157500,5,32,7,True,True,True,False,False,60,False
26659,135000,3,36,15,True,True,False,False,True,60,False
14115,202500,3,43,17,True,True,True,False,True,60,False
13116,112500,1,39,7,True,True,True,False,False,60,False
25237,81000,3,37,8,True,True,True,False,True,60,False
10776,90000,5,24,2,True,False,True,False,False,60,False
35180,243000,4,63,3,True,False,True,True,False,60,False
13453,225000,3,39,6,True,True,False,False,False,60,False
19613,135000,4,28,6,True,True,False,False,True,60,False
28251,135000,3,40,10,True,True,True,True,True,60,False
4073,292500,3,45,4,True,False,False,True,False,60,False
20348,171000,3,38,17,True,True,True,False,True,60,False
25735,202500,5,33,1,True,False,True,False,False,60,False
22052,90000,3,45,15,True,True,True,False,False,60,False
31392,180000,3,46,4,True,False,False,False,False,60,False
33850,157500,3,26,0,True,False,True,False,False,60,False
1868,180000,3,27,6,True,True,False,False,False,60,False
1490,270000,3,36,11,True,True,True,True,False,60,False
34449,112500,3,53,16,True,True,False,False,False,60,False
25316,67500,2,45,7,True,True,False,False,False,60,False
8379,247500,3,43,5,True,False,False,True,True,60,False
31760,121500,3,27,0,True,False,False,False,False,60,False
17417,180000,3,48,3,True,False,False,False,False,60,False
3288,225000,3,33,7,True,True,False,False,True,60,False
29125,270000,3,30,1,True,False,True,False,False,60,False
2635,112500,3,49,15,True,True,True,False,True,60,False
7849,270000,2,33,8,True,True,False,False,False,60,False
8772,202500,3,54,16,True,True,False,True,False,60,False
27729,157500,0,60,0,True,False,False,True,True,60,False
11720,360000,3,49,7,True,True,False,False,True,60,False
16401,157500,3,48,21,True,True,False,False,True,60,False
5184,130500,3,37,15,True,True,False,False,False,60,False
2802,90000,3,52,9,True,True,False,False,False,60,False
33224,81000,3,27,7,True,True,False,False,False,60,False
33650,157500,3,46,8,True,True,False,False,False,60,False
15738,247500,3,33,6,True,True,True,False,True,60,False
4000,180000,3,51,4,True,False,False,False,True,60,False
30098,135000,3,26,2,True,False,False,False,False,60,False
30794,90000,3,33,1,True,False,False,False,True,60,False
1381,90000,3,58,3,True,False,False,True,False,60,False
11141,157500,3,45,1,True,False,False,True,True,60,False
17995,121500,3,44,2,True,False,True,False,True,60,False
7633,99000,3,42,2,True,False,False,False,False,60,False
20181,225000,3,34,1,True,False,False,False,True,60,False
12767,90000,3,40,1,True,False,False,True,True,60,False
22922,60750,3,50,5,True,False,False,False,False,60,False
10347,261000,3,43,4,True,False,False,True,True,60,False
10152,121500,3,44,1,True,False,True,True,False,60,False
25875,90000,3,36,7,True,True,True,False,True,60,False
10950,67500,3,49,11,True,True,False,False,False,60,False
7451,103500,3,46,22,True,True,False,True,True,60,False
13725,202500,3,27,7,True,True,False,False,True,60,False
29325,157500,3,53,6,True,True,False,False,True,60,False
20649,112500,3,31,1,True,False,False,False,True,60,False
19210,202500,3,38,0,True,False,True,False,False,60,False
21112,256500,3,38,9,True,True,False,True,False,60,False
26727,225000,3,32,4,True,False,False,False,True,60,False
7041,225000,3,55,8,True,True,False,False,False,60,False
3086,157500,2,27,5,True,False,False,True,True,60,False
36047,225000,5,26,3,True,False,False,True,False,60,False
26789,202500,3,41,1,True,False,False,False,True,60,False
10036,90000,3,28,7,True,True,False,False,False,60,False
29348,292500,3,38,3,True,False,False,False,True,60,False
980,67500,3,59,23,True,True,False,False,True,60,False
31688,157500,3,34,3,True,False,True,False,False,60,False
33065,180000,3,28,4,True,False,False,False,False,60,False
25200,135000,3,48,5,True,False,False,False,False,60,False
22397,103500,3,29,4,True,False,True,False,False,60,False
7246,148500,3,33,2,True,False,True,False,True,60,False
4490,135000,3,38,3,True,False,False,True,False,60,False
26230,135000,3,35,5,True,False,False,False,False,60,False
33218,360000,3,47,5,True,False,False,True,False,60,False
4901,157500,3,49,0,True,False,False,False,False,60,False
14275,157500,3,59,4,True,False,False,True,True,60,False
382,180000,2,40,6,True,True,False,False,True,60,False
28579,193500,3,30,3,True,False,False,False,False,60,False
19503,225000,3,43,9,True,True,True,False,False,60,False
36410,135000,2,29,5,True,False,False,False,False,60,True
7031,261000,3,51,12,True,True,False,False,False,60,False
12400,135000,3,35,0,True,False,True,False,False,60,False
12105,225000,3,49,11,True,True,False,False,True,60,False
31053,157500,3,42,10,True,True,False,False,False,60,False
34512,157500,3,53,0,True,False,False,False,False,60,False
30264,81000,3,25,3,True,False,True,False,True,60,False
13575,270000,3,28,9,True,True,False,False,True,60,False
35291,180000,3,34,2,True,False,False,True,True,60,False
18043,135000,5,31,2,True,False,False,False,False,60,False
28952,139500,3,40,21,True,True,True,True,False,60,False
1271,225000,3,38,4,True,False,True,True,True,60,False
30343,202500,3,40,0,True,False,True,False,True,60,False
11470,180000,3,35,13,True,True,True,True,False,60,False
29339,121500,3,38,8,True,True,False,False,True,60,False
22889,157500,3,58,5,True,False,False,False,True,60,False
3149,202500,3,29,8,True,True,True,False,False,60,False
26881,135000,3,31,12,True,True,True,False,False,60,False
2752,202500,3,41,22,True,True,False,False,True,60,False
14147,58500,5,44,2,True,False,True,False,True,60,False
18001,157500,3,37,7,True,True,True,False,False,60,False
12535,270000,3,46,5,True,False,False,False,False,60,False
15912,157500,3,58,13,True,True,False,False,True,60,False
17203,225000,3,41,9,True,True,True,False,False,60,False
35461,315000,3,24,2,True,False,False,False,False,60,False
24405,112500,3,31,9,True,True,True,False,True,60,False
32932,202500,4,28,7,True,True,False,True,False,60,False
12631,45000,3,43,3,True,False,False,False,True,60,False
10399,247500,3,52,15,True,True,False,True,False,60,False
19150,135000,4,37,3,True,False,False,False,False,60,False
25580,247500,3,44,13,True,True,False,True,True,60,False
19677,99000,0,27,1,True,False,False,False,False,60,False
6171,202500,3,54,5,True,False,False,False,False,60,False
7137,63000,3,40,5,True,False,False,False,False,60,False
21893,135000,3,37,11,True,True,True,True,False,60,False
29324,157500,3,53,6,True,True,False,False,True,60,False
22558,202500,3,28,9,True,True,False,False,True,60,False
1362,112500,3,27,4,True,False,False,True,True,60,False
30647,157500,3,31,8,True,True,False,False,False,60,False
34917,180000,3,36,6,True,True,False,True,True,60,False
20716,99000,3,44,1,True,False,False,False,True,60,False
30547,112500,3,64,1,True,False,False,False,False,60,False
32080,90000,3,53,7,True,True,False,False,False,60,False
26435,67500,5,44,7,True,True,False,False,True,60,False
2359,292500,3,39,4,True,False,False,False,False,60,False
5456,225000,3,50,7,True,True,False,True,False,60,False
15017,157500,3,24,4,True,False,True,False,False,60,False
16641,54000,3,27,2,True,False,True,False,False,60,False
23556,157500,3,50,12,True,True,True,False,True,60,False
19351,112500,2,49,16,True,True,False,False,False,60,False
36125,270000,3,46,0,True,False,False,False,False,60,True
18953,112500,3,24,4,True,False,True,False,True,60,False
11579,247500,3,27,2,True,False,False,True,True,60,False
33660,180000,3,30,6,True,True,False,False,False,60,False
8151,225000,3,51,19,True,True,False,False,False,60,False
17873,360000,3,52,28,True,True,False,False,False,60,False
32308,180000,3,56,5,True,False,False,False,True,60,False
28234,112500,4,43,24,True,True,False,False,False,60,False
5466,67500,3,37,10,True,True,True,False,True,60,False
18396,135000,3,36,7,True,True,True,True,True,60,False
9280,180000,3,42,18,True,True,False,False,False,60,False
34692,144000,3,43,8,True,True,True,False,True,60,False
33599,184500,3,34,2,True,False,True,False,True,60,False
17256,225000,3,31,8,True,True,True,True,True,60,False
885,360000,3,54,20,True,True,False,True,False,60,False
30536,112500,3,64,1,True,False,False,False,False,60,False
5394,225000,3,43,7,True,True,True,False,True,60,False
18861,315000,5,28,0,True,False,True,True,True,60,False
26272,202500,3,57,14,True,True,False,True,False,60,False
34776,270000,3,43,2,True,False,True,True,False,60,False
13405,121500,3,30,1,True,False,True,True,False,60,False
30159,90000,3,44,10,True,True,True,False,True,60,False
11432,112500,3,33,1,True,False,False,True,True,60,False
31921,270000,3,44,8,True,True,False,False,False,60,False
18604,337500,3,45,3,True,False,False,False,False,60,False
18028,216000,3,58,9,True,True,False,True,False,60,False
2907,144000,3,23,2,True,False,True,True,True,60,False
18019,135000,5,27,5,True,False,False,False,True,60,False
13362,180000,3,41,2,True,False,False,False,False,60,False
25244,157500,3,50,4,True,False,False,False,False,60,False
887,360000,3,54,20,True,True,False,True,False,60,False
19299,135000,3,49,14,True,True,False,False,False,60,False
31560,135000,3,35,2,True,False,True,False,False,60,False
15161,112500,4,22,4,True,False,False,False,False,60,False
30929,112500,3,43,12,True,True,False,False,True,60,True
498,108000,0,22,3,True,False,False,False,True,60,False
12861,225000,3,46,3,True,False,False,True,False,60,False
19755,112500,3,49,13,True,True,False,False,False,60,False
11655,180000,3,59,12,True,True,False,True,False,60,False
10850,202500,3,35,6,True,True,False,False,True,60,False
25245,180000,3,37,10,True,True,True,True,False,60,False
17712,180000,3,44,8,True,True,False,True,True,60,False
22687,225000,3,39,2,True,False,False,True,True,60,False
27411,135000,3,41,2,True,False,False,False,False,60,False
8568,337500,3,39,1,True,False,True,False,False,60,False
634,112500,3,35,10,True,True,True,False,True,60,False
2814,256500,3,58,4,True,False,False,True,True,60,False
110,297000,4,42,8,True,True,False,False,False,60,False
20857,270000,3,34,2,True,False,True,True,True,60,False
12001,90000,3,46,25,True,True,False,False,False,60,False
27926,135000,3,40,13,True,True,True,False,False,60,False
22150,135000,3,40,4,True,False,True,True,True,60,False
13560,112500,4,31,9,True,True,True,False,True,60,False
22,157500,3,27,4,True,False,False,False,True,60,False
17399,121500,3,25,0,True,False,True,False,False,60,False
554,270000,3,32,3,True,False,False,False,True,60,False
15217,292500,3,51,13,True,True,False,False,True,60,False
35852,112500,3,42,7,True,True,False,True,False,60,False
7901,202500,3,30,8,True,True,True,False,False,60,False
27953,112500,3,32,7,True,True,True,False,True,60,False
19703,360000,3,31,6,True,True,True,True,False,60,False
30926,112500,3,43,12,True,True,False,False,True,60,False
17992,121500,3,44,2,True,False,True,False,True,60,False
9122,180000,3,63,5,True,False,False,False,False,60,False
34837,180000,3,39,4,True,False,False,True,False,60,False
21144,135000,3,28,3,True,False,False,False,True,60,False
12719,135000,3,27,7,True,True,False,True,False,60,False
28560,90000,5,27,2,True,False,True,False,False,60,False
7993,135000,3,43,12,True,True,True,False,False,60,False
18280,270000,1,25,2,True,False,False,False,True,60,False
27237,135000,3,24,2,True,False,False,False,True,60,False
7190,90000,3,54,2,True,False,False,True,True,60,False
10064,247500,2,42,0,True,False,True,True,True,60,False
1872,225000,3,35,11,True,True,False,False,True,60,False
25224,112500,3,35,3,True,False,True,False,True,60,False
16824,202500,3,40,5,True,False,False,True,False,60,False
3603,225000,3,28,5,True,False,True,False,False,60,False
28550,157500,3,32,3,True,False,False,False,False,60,False
3114,315000,3,38,14,True,True,False,True,False,60,False
7092,108000,3,39,5,True,False,True,True,False,60,False
5214,99000,4,27,4,True,False,False,True,False,60,False
24660,180000,3,48,24,True,True,True,False,True,60,False
16810,225000,3,48,19,True,True,True,False,True,60,False
13090,369000,3,46,3,True,False,False,True,False,60,False
4527,112500,3,38,10,True,True,False,False,True,60,False
9390,234000,3,42,8,True,True,False,True,False,60,False
14713,112500,3,25,4,True,False,False,False,False,60,False
25404,135000,4,34,1,True,False,True,False,False,60,False
22139,247500,3,33,7,True,True,False,False,True,60,False
11714,360000,3,49,7,True,True,False,False,True,60,False
14088,81000,3,32,0,True,False,True,True,False,60,False
5376,270000,3,45,7,True,True,True,False,True,60,False
16613,360000,3,45,11,True,True,True,False,True,60,False
14651,135000,3,34,2,True,False,False,True,False,60,False
35280,225000,3,41,2,True,False,True,False,True,60,False
730,135000,3,27,6,True,True,False,False,True,60,False
7326,135000,3,45,0,True,False,True,False,False,60,False
22114,148500,3,40,5,True,False,False,False,False,60,False
31325,157500,5,32,10,True,True,True,False,False,60,False
12553,252000,3,45,22,True,True,False,False,False,60,False
10819,247500,3,32,9,True,True,True,True,False,60,False
17419,180000,3,48,3,True,False,False,False,False,60,False
31815,225000,3,28,9,True,True,True,True,False,60,False
35856,252000,3,43,6,True,True,True,False,True,60,False
17363,315000,3,55,2,True,False,True,True,False,60,False
14108,247500,3,48,0,True,False,False,False,False,60,False
25656,324000,2,31,6,True,True,True,True,True,60,False
17570,135000,3,48,11,True,True,False,False,False,60,False
19129,202500,3,44,4,True,False,False,True,True,60,False
28113,135000,3,39,20,True,True,True,False,False,60,False
8115,67500,3,54,1,True,False,False,False,False,60,False
23567,135000,3,42,4,True,False,False,False,False,60,False
23037,157500,3,28,0,True,False,False,True,False,60,False
8833,337500,3,35,12,True,True,True,False,True,60,False
18523,67500,3,35,2,True,False,True,True,True,60,False
34364,112500,3,37,5,True,False,True,True,False,60,False
32030,112500,3,32,11,True,True,True,False,False,60,False
15469,112500,3,47,3,True,False,False,False,True,60,False
6353,247500,3,38,0,True,False,True,True,False,60,False
32879,166500,3,38,10,True,True,True,False,False,60,False
33492,90000,3,27,9,True,True,False,False,True,60,False
25509,315000,3,28,1,True,False,False,False,True,60,False
29228,180000,3,38,4,True,False,True,True,False,60,False
2172,135000,3,49,1,True,False,False,False,False,60,False
21466,103500,1,31,3,True,False,False,False,True,60,False
19824,117000,3,44,13,True,True,False,False,False,60,False
5801,283500,3,39,6,True,True,True,False,False,60,False
35181,243000,4,63,3,True,False,True,True,False,60,False
25991,171000,3,30,5,True,False,True,False,True,60,False
30515,81000,3,30,7,True,True,False,True,False,60,False
32467,292500,3,40,19,True,True,True,False,True,60,False
32717,180000,3,48,6,True,True,False,False,True,60,False
2003,225000,3,54,18,True,True,False,False,False,60,False
18498,67500,5,28,8,True,True,True,False,False,60,False
32779,157500,3,51,8,True,True,False,False,True,60,False
30199,292500,3,57,7,True,True,False,False,False,60,False
24027,54000,3,40,12,True,True,False,False,True,60,False
5337,112500,3,37,14,True,True,True,False,True,60,False
19867,225000,3,41,11,True,True,True,True,True,60,False
23333,90000,3,34,5,True,False,False,False,True,60,False
10803,225000,3,41,9,True,True,True,False,True,60,False
9682,180000,3,28,0,True,False,False,False,True,60,False
16034,202500,4,26,7,True,True,True,False,False,60,False
1458,180000,3,53,5,True,False,False,False,False,60,False
18198,157500,2,36,3,True,False,True,False,True,60,False
308,229500,0,50,3,True,False,False,False,False,60,False
33388,202500,3,33,3,True,False,True,False,False,60,False
35699,180000,3,28,0,True,False,False,False,False,60,False
12882,157500,3,45,6,True,True,False,True,False,60,False
28702,180000,5,29,2,True,False,False,False,False,60,False
22219,252000,3,29,2,True,False,True,True,False,60,False
1894,310500,3,27,1,True,False,False,False,False,60,False
35379,180000,3,51,16,True,True,True,True,False,60,False
4961,180000,3,31,10,True,True,True,True,False,60,False
2217,225000,3,52,6,True,True,False,False,True,60,False
31297,144000,3,30,8,True,True,True,True,True,60,False
27881,81000,3,65,1,True,False,False,False,False,60,False
33731,292500,3,34,11,True,True,True,False,True,60,False
25102,139500,3,42,5,True,False,False,True,False,60,False
8809,225000,3,28,2,True,False,True,False,True,60,False
3160,90000,5,37,1,True,False,True,False,True,60,False
23910,243000,3,32,4,True,False,True,False,False,60,False
33340,67500,3,51,1,True,False,False,False,True,60,True
13324,360000,3,44,8,True,True,False,False,True,60,False
21697,112500,3,39,11,True,True,True,False,False,60,False
14366,247500,3,47,18,True,True,False,False,False,60,False
21926,112500,3,41,4,True,False,True,False,False,60,False
9981,270000,3,43,6,True,True,False,False,True,60,False
22572,202500,2,48,1,True,False,False,False,False,60,False
18308,292500,3,47,4,True,False,False,False,True,60,False
22378,202500,5,32,9,True,True,True,False,True,60,False
16040,135000,3,32,2,True,False,False,False,False,60,False
35717,238500,4,42,10,True,True,False,True,False,60,False
25590,112500,5,28,2,True,False,False,False,True,60,False
35996,90000,3,50,9,True,True,False,False,True,60,False
11770,202500,3,35,2,True,False,False,True,True,60,False
25867,135000,3,36,1,True,False,True,False,False,60,False
21974,225000,3,39,1,True,False,True,False,False,60,False
18368,225000,3,48,6,True,True,False,False,False,60,False
17257,225000,3,31,8,True,True,True,True,True,60,False
33175,225000,3,54,6,True,True,False,False,False,60,False
22055,67500,3,38,2,True,False,True,True,True,60,False
19498,126000,3,40,7,True,True,False,True,False,60,False
28185,112500,3,22,0,True,False,False,True,True,60,False
8546,270000,3,38,8,True,True,False,False,True,60,False
3415,81000,3,34,2,True,False,False,True,False,60,False
11654,180000,3,59,12,True,True,False,True,False,60,False
30254,112500,3,27,2,True,False,False,False,False,60,False
34712,135000,3,46,9,True,True,False,False,True,60,False
20783,135000,3,52,18,True,True,False,False,True,60,False
31128,202500,4,40,2,True,False,False,False,True,60,False
23878,270000,3,26,0,True,False,False,False,False,60,False
13361,180000,3,41,2,True,False,False,False,False,60,False
12220,135000,3,33,11,True,True,False,False,True,60,False
24627,90000,3,32,0,True,False,True,False,True,60,False
32471,292500,3,40,19,True,True,True,False,True,60,False
9562,81000,3,47,6,True,True,False,False,True,60,False
6223,337500,3,28,4,True,False,True,False,False,60,False
30568,225000,3,39,5,True,False,False,True,True,60,False
14733,157500,3,38,7,True,True,False,False,True,60,False
2560,112500,3,27,4,True,False,False,True,False,60,False
29800,139500,5,36,8,True,True,True,False,True,60,False
9454,315000,3,36,2,True,False,False,False,False,60,False
16144,180000,3,52,1,True,False,False,True,True,60,False
15497,315000,3,53,11,True,True,False,False,False,60,False
26924,135000,3,48,1,True,False,False,False,True,60,False
5962,135000,3,33,1,True,False,True,True,False,60,False
6821,126000,3,39,4,True,False,True,False,True,60,False
35749,270000,3,40,1,True,False,True,False,False,60,False
15566,270000,3,43,7,True,True,False,False,False,60,False
3210,202500,3,47,4,True,False,False,True,False,60,False
2639,135000,3,26,0,True,False,True,True,False,60,False
5621,135000,3,26,4,True,False,True,True,True,60,False
24616,180000,3,27,9,True,True,True,False,True,60,False
25190,112500,3,36,13,True,True,False,False,False,60,False
23148,90000,3,26,7,True,True,False,False,False,60,False
8678,103500,3,32,12,True,True,False,False,False,60,False
35554,130500,3,34,9,True,True,False,False,False,60,False
29754,171000,1,44,24,True,True,False,False,True,60,False
34739,135000,3,52,29,True,True,False,False,False,60,False
23603,135000,3,44,20,True,True,False,False,True,60,False
16760,225000,3,27,1,True,False,False,False,False,60,False
6061,112500,3,47,4,True,False,False,True,False,60,False
28621,99000,3,49,1,True,False,True,True,False,60,False
3041,202500,3,32,4,True,False,False,True,True,60,False
29627,157500,3,55,16,True,True,False,False,False,60,False
24694,180000,3,52,31,True,True,False,False,False,60,False
2304,243000,3,39,16,True,True,True,False,True,60,False
30482,135000,3,27,4,True,False,True,True,False,60,False
7843,157500,5,30,2,True,False,False,True,False,60,False
21534,135000,3,41,14,True,True,False,True,True,60,False
13563,112500,4,31,9,True,True,True,False,True,60,False
16575,63000,3,39,8,True,True,True,False,False,60,False
5737,180000,3,55,17,True,True,False,True,False,60,False
24850,315000,3,55,10,True,True,False,False,True,60,False
25724,112500,3,27,6,True,True,False,False,True,60,False
30517,81000,3,30,7,True,True,False,True,False,60,False
19974,112500,3,51,12,True,True,False,False,False,60,False
3484,126000,2,37,17,True,True,False,False,True,60,False
25525,157500,3,43,3,True,False,False,False,False,60,False
24355,337500,3,52,3,True,False,False,False,True,60,False
535,157500,3,53,27,True,True,False,False,True,60,False
19251,315000,3,53,2,True,False,False,True,True,60,False
11746,135000,3,46,9,True,True,False,False,False,60,False
35093,211500,3,46,5,True,False,False,False,False,60,False
7862,180000,3,41,15,True,True,True,True,False,60,False
1550,157500,3,32,13,True,True,False,False,True,60,False
20063,292500,3,42,8,True,True,False,True,True,60,False
35778,103500,3,51,2,True,False,False,False,False,60,False
29082,225000,3,32,0,True,False,False,True,False,60,False
2318,180000,3,46,3,True,False,True,True,True,60,False
15702,184500,3,38,12,True,True,True,False,True,60,False
35193,225000,3,40,0,True,False,True,True,True,60,False
9402,270000,3,38,4,True,False,True,True,True,60,False
34948,180000,5,42,6,True,True,True,False,False,60,False
16921,166500,3,33,4,True,False,True,False,True,60,False
23935,76500,3,46,0,True,False,False,False,True,60,False
7455,225000,3,48,3,True,False,False,False,False,60,False
33114,315000,3,35,11,True,True,False,False,False,60,False
16452,315000,3,32,5,True,False,True,True,False,60,False
35058,108000,3,44,4,True,False,False,False,False,60,False
12625,112500,3,29,8,True,True,True,False,True,60,False
18736,202500,3,52,9,True,True,False,False,False,60,False
25877,90000,3,36,7,True,True,True,False,True,60,False
35526,157500,3,46,21,True,True,False,False,True,60,False
24050,225000,3,37,2,True,False,True,False,True,60,False
12534,270000,3,46,5,True,False,False,False,False,60,False
2932,157500,3,46,8,True,True,False,False,True,60,False
35152,225000,3,47,10,True,True,False,False,False,60,False
4392,270000,3,34,5,True,False,False,False,False,60,False
25642,153000,3,51,1,True,False,False,False,True,60,False
2154,306000,3,25,4,True,False,True,False,False,60,False
27920,225000,1,52,10,True,True,False,False,True,60,False
1813,112500,3,46,0,True,False,True,True,False,60,False
23853,76500,3,47,3,True,False,False,False,True,60,False
12196,225000,3,35,2,True,False,True,False,False,60,False
11162,292500,5,27,0,True,False,False,True,False,60,False
15646,180000,3,31,2,True,False,True,True,False,60,False
26456,148500,3,54,7,True,True,False,False,True,60,False
31152,157500,3,27,0,True,False,False,False,True,60,False
28778,180000,3,35,4,True,False,False,True,True,60,False
5096,216000,2,32,0,True,False,False,False,True,60,False
35292,180000,3,34,2,True,False,False,True,True,60,False
10924,180000,5,30,5,True,False,False,False,False,60,False
12798,193500,1,60,27,True,True,False,False,False,60,False
35841,202500,3,43,15,True,True,False,False,False,60,False
32794,67500,3,25,3,True,False,False,False,False,60,False
9943,135000,3,45,3,True,False,False,True,False,60,False
